,cord_uid,affiliations,location
48952,7b8no0h3,Z Chen (South Dakota State University ; 57007 ; Brookings ; SD ; USA) ; S Lawson (South Dakota State University ; 57007 ; Brookings ; SD ; USA) ; Z Sun (South Dakota State University ; 57007 ; Brookings ; SD ; USA) ; X Zhou (South Dakota State University ; 57007 ; Brookings ; SD ; USA) ; X Guan (South Dakota State University ; 57007 ; Brookings ; SD ; USA) ; J Christopher-Hennings (South Dakota State University ; 57007 ; Brookings ; SD ; USA) ; E A Nelson (South Dakota State University ; 57007 ; Brookings ; SD ; USA) ; Y Fang (South Dakota State University ; 57007 ; Brookings ; SD ; USA),57007 ; Brookings ; SD ; USA ; 57007 ; Brookings ; SD ; USA ; 57007 ; Brookings ; SD ; USA ; 57007 ; Brookings ; SD ; USA ; 57007 ; Brookings ; SD ; USA ; 57007 ; Brookings ; SD ; USA ; 57007 ; Brookings ; SD ; USA ; 57007 ; Brookings ; SD ; USA
48953,3jnszsrg,Elena V Gazina (The University of Melbourne ; 3010 ; Victoria ; Australia) ; Steven Petrou (The University of Melbourne ; 3010 ; Victoria ; Australia),3010 ; Victoria ; Australia ; 3010 ; Victoria ; Australia
48954,mseb6uc6,Derdei Mahamat Bichara (California State University ; 92831 ; Fullerton ; CA ; USA),92831 ; Fullerton ; CA ; USA
48955,m4jsiluj,,
48956,f2d1hclv,,
48957,vs1ml7nj,,
48958,pwj10hnb,Michael B A Oldstone (The Scripps Research Institute ; La Jolla ; CA ; USA) ; Peter J Southern (University of Minnesota ; Minneapolis ; MN ; USA),La Jolla ; CA ; USA ; Minneapolis ; MN ; USA
48959,f80xwf6f,Jiayang Qin (Binzhou Medical University ; 264003 ; Yantai ; People's Republic of China) ; Xiuwen Wang (Binzhou Medical University ; 264003 ; Yantai ; People's Republic of China) ; Jian Kong (Shandong University ; 250100 ; Jinan ; People's Republic of China) ; Cuiqing Ma (Shandong University ; 250100 ; Jinan ; People's Republic of China) ; Ping Xu (Shanghai Jiao Tong University ; 200240 ; Shanghai ; People's Republic of China),264003 ; Yantai ; People's Republic of China ; 264003 ; Yantai ; People's Republic of China ; 250100 ; Jinan ; People's Republic of China ; 250100 ; Jinan ; People's Republic of China ; 200240 ; Shanghai ; People's Republic of China
48960,55se41f7,,
48961,kryg2l7t,,
48962,vbzdhzv7,,
48963,pmsuphlf,,
48964,pj3xc6fg,,
48965,hpdottk6,Heather A Vatter (Georgia State University ; 30302 ; Atlanta ; GA ; United States) ; Eric F Donaldson (University of North Carolina at Chapel Hill ; Chapel Hill ; 27599 ; NC ; United States) ; Jeremy Huynh (University of North Carolina at Chapel Hill ; Chapel Hill ; 27599 ; NC ; United States) ; Stephanie Rawlings (Oregon Health & Science University ; 97006 ; Beaverton ; OR ; United States) ; Minsha Manoharan (Oregon Health & Science University ; 97006 ; Beaverton ; OR ; United States) ; Alfred Legasse (Oregon National Primate Research Center ; 97006 ; Beaverton ; OR ; United States) ; Shannon Planer (Oregon National Primate Research Center ; 97006 ; Beaverton ; OR ; United States) ; Mary F Dickerson (Oregon National Primate Research Center ; 97006 ; Beaverton ; OR ; United States) ; Anne D Lewis (Oregon National Primate Research Center ; 97006 ; Beaverton ; OR ; United States) ; Lois M A Colgin (Oregon National Primate Research Center ; 97006 ; Beaverton ; OR ; United States) ; Michael K Axthelm (Oregon Health & Science University ; 97006 ; Beaverton ; OR ; United States) ; Jerilyn K Pecotte (Texas Biomedical Research Institute ; 78227 ; San Antonio ; TX ; United States) ; Ralph S Baric (University of North Carolina at Chapel Hill ; Chapel Hill ; 27599 ; NC ; United States) ; Scott W Wong (Oregon Health & Science University ; 97006 ; Beaverton ; OR ; United States) ; Margo A Brinton (Georgia State University ; 30302 ; Atlanta ; GA ; United States),30302 ; Atlanta ; GA ; United States ; Chapel Hill ; 27599 ; NC ; United States ; Chapel Hill ; 27599 ; NC ; United States ; 97006 ; Beaverton ; OR ; United States ; 97006 ; Beaverton ; OR ; United States ; 97006 ; Beaverton ; OR ; United States ; 97006 ; Beaverton ; OR ; United States ; 97006 ; Beaverton ; OR ; United States ; 97006 ; Beaverton ; OR ; United States ; 97006 ; Beaverton ; OR ; United States ; 97006 ; Beaverton ; OR ; United States ; 78227 ; San Antonio ; TX ; United States ; Chapel Hill ; 27599 ; NC ; United States ; 97006 ; Beaverton ; OR ; United States ; 30302 ; Atlanta ; GA ; United States
48966,zn861wn6,James A Lavely, 
48967,wgy4rutp,Sang-Ik Park (Chonnam National University ; 500-757 ; Gwangju ; South Korea) ; Cheol Jeong (Chonnam National University ; 500-757 ; Gwangju ; South Korea) ; Ha-Hyun Kim (Chonnam National University ; 500-757 ; Gwangju ; South Korea) ; Sung-Hee Park ; Su-Jin Park (Chonnam National University ; 500-757 ; Gwangju ; South Korea) ; Bang-Hun Hyun (National Veterinary Research and Quarantine Service ; Gyeonggi-do 430-824 ; Anyang ; South Korea) ; Dong-Kun Yang (Chonnam National University ; 500-757 ; Gwangju ; South Korea) ; Sang-Ki Kim (Chonnam National University ; 500-757 ; Gwangju ; South Korea) ; Mun-Il Kang (Chonnam National University ; 500-757 ; Gwangju ; South Korea) ; Kyoung-Oh Cho (Chonnam National University ; 500-757 ; Gwangju ; South Korea),500-757 ; Gwangju ; South Korea ; 500-757 ; Gwangju ; South Korea ; 500-757 ; Gwangju ; South Korea ;   ; 500-757 ; Gwangju ; South Korea ; Gyeonggi-do 430-824 ; Anyang ; South Korea ; 500-757 ; Gwangju ; South Korea ; 500-757 ; Gwangju ; South Korea ; 500-757 ; Gwangju ; South Korea ; 500-757 ; Gwangju ; South Korea
48968,sjxa8wn0,"A Duarte (Avenida da Universidade Te´cnica ; 1300-477 ; Lisboa ; Portugal) ; I Veiga (FU Berlin ; Phillipstrasse 13, Haus 18 ; 10115 ; Berlin ; Germany) ; L Tavares (Avenida da Universidade Te´cnica ; 1300-477 ; Lisboa ; Portugal)","1300-477 ; Lisboa ; Portugal ; Phillipstrasse 13, Haus 18 ; 10115 ; Berlin ; Germany ; 1300-477 ; Lisboa ; Portugal"
48969,gwf96308,,
48970,p6eg04sg,Cristina Calvo (Severo Ochoa Hospital ; Madrid ; Spain) ; Maria Luz García-García (Severo Ochoa Hospital ; Madrid ; Spain) ; Carolina Blanco (Severo Ochoa Hospital ; Madrid ; Spain) ; Carmen Vázquez (Severo Ochoa Hospital ; Madrid ; Spain) ; Elena Frías (Severo Ochoa Hospital ; Madrid ; Spain) ; Pilar Pérez-Breña (Severo Ochoa Hospital ; Madrid ; Spain) ; Inmaculada Casas (Severo Ochoa Hospital ; Madrid ; Spain),Madrid ; Spain ; Madrid ; Spain ; Madrid ; Spain ; Madrid ; Spain ; Madrid ; Spain ; Madrid ; Spain ; Madrid ; Spain
48971,860f9pfd,,
48972,7io75fnf,,
48973,n10ciwy6,"Wing Cheung ; Wan-Yim Ip (Prince of Wales Hospital ; Hong Kong) ; Dominic Chan (The Chinese University of Hong Kong ; Esther Lee Building ; Shatin, Hong Kong ; N.T) ; W.-Y Ip (Australian Catholic University ; Australia) ; ) ","  ; Hong Kong ; Esther Lee Building ; Shatin, Hong Kong ; N.T ; Australia ;  "
48974,nf8yq9eu,I N Ambepitiya Wickramasinghe (Utrecht University ; Yalelaan 1 ; 3584CL ; Utrecht ; The Netherlands) ; S J Van Beurden (Utrecht University ; Yalelaan 1 ; 3584CL ; Utrecht ; The Netherlands) ; E A W S Weerts (Utrecht University ; Yalelaan 1 ; 3584CL ; Utrecht ; The Netherlands) ; M H Verheije (Utrecht University ; Yalelaan 1 ; 3584CL ; Utrecht ; The Netherlands),Yalelaan 1 ; 3584CL ; Utrecht ; The Netherlands ; Yalelaan 1 ; 3584CL ; Utrecht ; The Netherlands ; Yalelaan 1 ; 3584CL ; Utrecht ; The Netherlands ; Yalelaan 1 ; 3584CL ; Utrecht ; The Netherlands
48975,y49su5uc,,
48976,l1swyr6g,Lihong Chen (Chinese Academy of Medical Sciences & Peking Union Medical College ; 100176 ; Beijing ; China) ; Bo Liu (Chinese Academy of Medical Sciences & Peking Union Medical College ; 100176 ; Beijing ; China) ; Zhiqiang Wu (Chinese Academy of Medical Sciences & Peking Union Medical College ; 100176 ; Beijing ; China) ; Qi Jin (Chinese Academy of Medical Sciences & Peking Union Medical College ; 100176 ; Beijing ; China) ; Jian Yang (Chinese Academy of Medical Sciences & Peking Union Medical College ; 100176 ; Beijing ; China),100176 ; Beijing ; China ; 100176 ; Beijing ; China ; 100176 ; Beijing ; China ; 100176 ; Beijing ; China ; 100176 ; Beijing ; China
48977,fe061u76,Yuncheng Zhu (Shanghai Jiao Tong University School of Medicine ; 200030 ; Shanghai ; China) ; • Liangliang Chen ; • Haifeng ; Ji  ; • Maomao Xi (Tongren Hospital of Wuhan University (Wuhan Third Hospital) ; 430000 ; Wuhan ; China) ; • Yiru Fang (Shanghai Jiao Tong University School of Medicine ; 200030 ; Shanghai ; China) ; Yi Li (Tongji Medical College of Huazhong University of Science and Technology ; 430012 ; Wuhan ; China),200030 ; Shanghai ; China ;   ;   ;   ; 430000 ; Wuhan ; China ; 200030 ; Shanghai ; China ; 430012 ; Wuhan ; China
48978,5lzzobl3,Els Keyaerts (University of Leuven ; 3000 ; Leuven ; Belgium) ; Leen Vijgen (University of Leuven ; 3000 ; Leuven ; Belgium) ; Piet Maes (University of Leuven ; 3000 ; Leuven ; Belgium) ; Johan Neyts (University of Leuven ; 3000 ; Leuven ; Belgium) ; Marc Van Ranst (University of Leuven ; 3000 ; Leuven ; Belgium),3000 ; Leuven ; Belgium ; 3000 ; Leuven ; Belgium ; 3000 ; Leuven ; Belgium ; 3000 ; Leuven ; Belgium ; 3000 ; Leuven ; Belgium
48979,rzzohwof,Anne-Laure Pham-Hung D&apos;alexandry D&apos;orengiani (Ecole Nationale Vétérinaire d'Alfort ; Maisons-Alfort ; France) ; Lidia Duarte (Ecole Nationale Vétérinaire d'Alfort ; Maisons-Alfort ; France) ; Nicole Pavio (Ecole Nationale Vétérinaire d'Alfort ; Maisons-Alfort ; France) ; Sophie Le Poder (Ecole Nationale Vétérinaire d'Alfort ; Maisons-Alfort ; France),Maisons-Alfort ; France ; Maisons-Alfort ; France ; Maisons-Alfort ; France ; Maisons-Alfort ; France
48980,nh06fp82,Zongxi Han ; Wenjun Zhao ; Yuqiu Chen ; Qianqian Xu ; Junfeng Sun ; Tingting Zhang ; Yan Zhao ; Shuling Liang ; Mengying Gao ; Qiuling Wang ; Xiangang Kong ; Shengwang Liu,  ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;  
48981,2esmerz6,,
48982,p7d9j6a3,"Duwoon Kim (Chonnam National University ; 61186 ; Gwangju ; Republic of Korea) ; Hee-Min Lee (Chonnam National University ; 61186 ; Gwangju ; Republic of Korea) ; Kyung-Seo Oh (Chonnam National University ; 61186 ; Gwangju ; Republic of Korea) ; Ah Young Ki (Korea Basic Science Institute ; Gwahak-ro, Yuseong-gu ; 34133 ; Daejeon ; Republic of Korea) ; Rachael A Protzman (Chonnam National University ; 61186 ; Gwangju ; Republic of Korea) ; Dongkyun Kim (Korea Basic Science Institute ; Gwahak-ro, Yuseong-gu ; 34133 ; Daejeon ; Republic of Korea) ; Jong-Soon Choi (Korea Basic Science Institute ; Gwahak-ro, Yuseong-gu ; 34133 ; Daejeon ; Republic of Korea) ; Min Ji Kim (Microbiology Division, Health and Environment Research Institute of Gwangju ; 61986 ; Gwangju ; Republic of Korea) ; Sung Hyun Kim (World Institute of Kimchi ; 61755 ; Gwangju ; Republic of Korea) ; Bipin Vaidya (Chonnam National University ; 61186 ; Gwangju ; Republic of Korea) ; Jae Lee (Chonbuk National University ; 54896 ; Jeonju ; Republic of Korea) ; Joseph Kwon (Korea Basic Science Institute ; Gwahak-ro, Yuseong-gu ; 34133 ; Daejeon ; Republic of Korea)","61186 ; Gwangju ; Republic of Korea ; 61186 ; Gwangju ; Republic of Korea ; 61186 ; Gwangju ; Republic of Korea ; Gwahak-ro, Yuseong-gu ; 34133 ; Daejeon ; Republic of Korea ; 61186 ; Gwangju ; Republic of Korea ; Gwahak-ro, Yuseong-gu ; 34133 ; Daejeon ; Republic of Korea ; Gwahak-ro, Yuseong-gu ; 34133 ; Daejeon ; Republic of Korea ; 61986 ; Gwangju ; Republic of Korea ; 61755 ; Gwangju ; Republic of Korea ; 61186 ; Gwangju ; Republic of Korea ; 54896 ; Jeonju ; Republic of Korea ; Gwahak-ro, Yuseong-gu ; 34133 ; Daejeon ; Republic of Korea"
48983,ohmvzzjg,,
48984,skwe5zfn,"Yinshi Sun (Shandong Agricultural University ; 271018 ; Taian ; China) ; Wei Li (Jilin Agricultural University ; 130118 ; Changchun, Jilin ; China) ; Jianhua Wang (Shandong Agricultural University ; 271018 ; Taian ; China)","271018 ; Taian ; China ; 130118 ; Changchun, Jilin ; China ; 271018 ; Taian ; China"
48985,8jzjrtpe,Fei Wu (Soochow University ; 215123 ; Suzhou ; China) ; Xingjuan Fan (Soochow University ; 215123 ; Suzhou ; China) ; Yan Yue (Soochow University ; 215123 ; Suzhou ; China) ; Sidong Xiong (Soochow University ; 215123 ; Suzhou ; China) ; Chunsheng Dong (Soochow University ; 215123 ; Suzhou ; China),215123 ; Suzhou ; China ; 215123 ; Suzhou ; China ; 215123 ; Suzhou ; China ; 215123 ; Suzhou ; China ; 215123 ; Suzhou ; China
48986,3e44z9p0,Kui-Wai Li (City University of Hong Kong ; Hong Kong),Hong Kong
48987,389tgecz,Gisele F Machado (UNESP -Univ. Estadual Paulista ; Araç atuba ; São Paulo ; Brazil) ; Guilherme D Melo (UNESP -Univ. Estadual Paulista ; Araç atuba ; São Paulo ; Brazil) ; Milena S Souza (UNESP -Univ. Estadual Paulista ; Araç atuba ; São Paulo ; Brazil) ; Andressa A Machado ; Daniela S Migliolo (UNESP -Univ. Estadual Paulista ; Araç atuba ; São Paulo ; Brazil) ; Olívia C Moraes (UNESP -Univ. Estadual Paulista ; Araç atuba ; São Paulo ; Brazil) ; Cáris M Nunes (UNESP -Univ. Estadual Paulista ; Araç atuba ; São Paulo ; Brazil) ; Érica S Ribeiro (UNESP -Univ. Estadual Paulista ; Araç atuba ; São Paulo ; Brazil),Araç atuba ; São Paulo ; Brazil ; Araç atuba ; São Paulo ; Brazil ; Araç atuba ; São Paulo ; Brazil ;   ; Araç atuba ; São Paulo ; Brazil ; Araç atuba ; São Paulo ; Brazil ; Araç atuba ; São Paulo ; Brazil ; Araç atuba ; São Paulo ; Brazil
48988,grml98oa,Amanda M Walmsley (Arizona State University ; 85287 ; Tempe ; AZ ; USA Ã) ; Charles J Arntzen (Arizona State University ; 85287 ; Tempe ; AZ ; USA Ã),85287 ; Tempe ; AZ ; USA Ã ; 85287 ; Tempe ; AZ ; USA Ã
48989,3mi2aop5,"Rodrigo Haddad (Rua Tenente Catão Roxo ; Bairro Monte Alegre, CEP: 14051-140 ; 2501 ; Ribeirão Preto, São Paulo ; Brazil) ; Simone Kashima (Rua Tenente Catão Roxo ; Bairro Monte Alegre, CEP: 14051-140 ; 2501 ; Ribeirão Preto, São Paulo ; Brazil) ; Evandra Strazza Rodrigues (Rua Tenente Catão Roxo ; Bairro Monte Alegre, CEP: 14051-140 ; 2501 ; Ribeirão Preto, São Paulo ; Brazil) ; Rochele Azevedo (Rua Tenente Catão Roxo ; Bairro Monte Alegre, CEP: 14051-140 ; 2501 ; Ribeirão Preto, São Paulo ; Brazil) ; Patrícia Vianna ; Bonini Palma (Rua Tenente Catão Roxo ; Bairro Monte Alegre, CEP: 14051-140 ; 2501 ; Ribeirão Preto, São Paulo ; Brazil) ; Danielle Aparecida ; Rosa De Magalhães (Rua Tenente Catão Roxo ; Bairro Monte Alegre, CEP: 14051-140 ; 2501 ; Ribeirão Preto, São Paulo ; Brazil) ; Marco Antonio Zago (Rua Tenente Catão Roxo ; Bairro Monte Alegre, CEP: 14051-140 ; 2501 ; Ribeirão Preto, São Paulo ; Brazil) ; Tadeu Covas (Rua Tenente Catão Roxo ; Bairro Monte Alegre, CEP: 14051-140 ; 2501 ; Ribeirão Preto, São Paulo ; Brazil)","Bairro Monte Alegre, CEP: 14051-140 ; 2501 ; Ribeirão Preto, São Paulo ; Brazil ; Bairro Monte Alegre, CEP: 14051-140 ; 2501 ; Ribeirão Preto, São Paulo ; Brazil ; Bairro Monte Alegre, CEP: 14051-140 ; 2501 ; Ribeirão Preto, São Paulo ; Brazil ; Bairro Monte Alegre, CEP: 14051-140 ; 2501 ; Ribeirão Preto, São Paulo ; Brazil ;   ; Bairro Monte Alegre, CEP: 14051-140 ; 2501 ; Ribeirão Preto, São Paulo ; Brazil ;   ; Bairro Monte Alegre, CEP: 14051-140 ; 2501 ; Ribeirão Preto, São Paulo ; Brazil ; Bairro Monte Alegre, CEP: 14051-140 ; 2501 ; Ribeirão Preto, São Paulo ; Brazil ; Bairro Monte Alegre, CEP: 14051-140 ; 2501 ; Ribeirão Preto, São Paulo ; Brazil"
48990,918b7zg7,,
48991,05hcci4l,B Meng (Chinese Academy of Sciences ; Beijing ; China) ; J Wang (Chinese Academy of Sciences ; Beijing ; China) ; J Liu (Chinese Academy of Sciences ; Beijing ; China) ; J Wu (Chinese Academy of Sciences ; Beijing ; China) ; E Zhong (Chinese Academy of Sciences ; Beijing ; China),Beijing ; China ; Beijing ; China ; Beijing ; China ; Beijing ; China ; Beijing ; China
48992,lgqup9ug,M Ayers (Hospital for Sick Children ; Toronto ; Ont ; Canada) ; D Adachi (Hospital for Sick Children ; Toronto ; Ont ; Canada) ; G Johnson (Hospital for Sick Children ; Toronto ; Ont ; Canada) ; M Andonova (Winnipeg ; Man ; Canada) ; M Drebot (Winnipeg ; Man ; Canada) ; R Tellier (Hospital for Sick Children ; Toronto ; Ont ; Canada),Toronto ; Ont ; Canada ; Toronto ; Ont ; Canada ; Toronto ; Ont ; Canada ; Winnipeg ; Man ; Canada ; Winnipeg ; Man ; Canada ; Toronto ; Ont ; Canada
48993,3xm9fiu3,Aaron Scott ; Brian Mccluskey ; Monica Brown-Reid ; Dan Grear ; Paul Pitcher ; Greg Ramos ; Denise Spencer ; Aaron Singrey,  ;   ;   ;   ;   ;   ;   ;  
48994,45mkgnmj,,
48995,ogd4wznb,,
48996,fspghd0r,Christina A Olson ; Samuel R Dominguez ; Steve Miller ; Charles Y Chiu ; Kevin Messacar,  ;   ;   ;   ;  
48997,39kepzzm,"Kimberly M Thompson (Kid Risk, Inc ; 10524 Moss Park Rd., Ste. 204-364 ; 32832 ; Orlando ; FL ; United States) ; Bruce G Gellin ; Alan R Hinman ; Walter A Orenstein (Emory University ; 1462 Clifton Rd NE, Rm 446, 10524 Moss Park Rd., Ste. 204-364 ; 30322, 32832 ; Atlanta, Orlando ; GA, FL ; United States, United States)","10524 Moss Park Rd., Ste. 204-364 ; 32832 ; Orlando ; FL ; United States ;   ;   ; 1462 Clifton Rd NE, Rm 446, 10524 Moss Park Rd., Ste. 204-364 ; 30322, 32832 ; Atlanta, Orlando ; GA, FL ; United States, United States"
48998,h3fznj7x,,
48999,q17iv2tb,,
49000,occrkn7t,,
49001,xi1wd8b5,Yvonne Drechsler (Western University of Health Sciences ; 309 East Second Street ; 91766-1854 ; Pomona ; CA ; USA) ; Ana Alcaraz (Western University of Health Sciences ; 309 East Second Street ; 91766-1854 ; Pomona ; CA ; USA) ; Frank J Bossong (Western University of Health Sciences ; 309 East Second Street ; 91766-1854 ; Pomona ; CA ; USA) ; Ellen W Collisson (Western University of Health Sciences ; 309 East Second Street ; 91766-1854 ; Pomona ; CA ; USA) ; Pedro Paulo (Western University of Health Sciences ; 309 East Second Street ; 91766-1854 ; Pomona ; CA ; USA) ; V P Diniz (Western University of Health Sciences ; 309 East Second Street ; 91766-1854 ; Pomona ; CA ; USA),309 East Second Street ; 91766-1854 ; Pomona ; CA ; USA ; 309 East Second Street ; 91766-1854 ; Pomona ; CA ; USA ; 309 East Second Street ; 91766-1854 ; Pomona ; CA ; USA ; 309 East Second Street ; 91766-1854 ; Pomona ; CA ; USA ; 309 East Second Street ; 91766-1854 ; Pomona ; CA ; USA ; 309 East Second Street ; 91766-1854 ; Pomona ; CA ; USA
49002,o53jglxg,,
49003,93yd7wji,"Priscilla F Gerber (University of Edinburgh ; Easter Bush ; EH25 9RG ; Midlothian, Scotland ; UK) ; Chao-Ting Xiao (Iowa State University ; Ames ; IA ; USA) ; Qi Chen (Iowa State University ; Ames ; IA ; USA) ; Jianqiang Zhang (Iowa State University ; Ames ; IA ; USA) ; Patrick G Halbur (Iowa State University ; Ames ; IA ; USA) ; Tanja Opriessnig (University of Edinburgh ; Easter Bush ; EH25 9RG ; Midlothian, Scotland ; UK)","Easter Bush ; EH25 9RG ; Midlothian, Scotland ; UK ; Ames ; IA ; USA ; Ames ; IA ; USA ; Ames ; IA ; USA ; Ames ; IA ; USA ; Easter Bush ; EH25 9RG ; Midlothian, Scotland ; UK"
49004,l9j0vo4y,,
49005,l8wj6dsy,Rabia Bilge ; Özgül Özdemir (Manisa City Hospital ; Manisa ; Turkey) ; Alper Tunga Özdemir (Ege University ; Izmir ; Turkey) ; Ayla Eker Sarıboyacı (Eskişehir Osmangazi University ; Eskisehir ; Turkey) ; Onur Uysal (Eskişehir Osmangazi University ; Eskisehir ; Turkey) ; Mehmet İbrahim Tuğlu (Manisa Celal Bayar University ; Manisa ; Turkey) ; Cengiz Kırmaz (Manisa Celal Bayar University ; Manisa ; Turkey A R),  ; Manisa ; Turkey ; Izmir ; Turkey ; Eskisehir ; Turkey ; Eskisehir ; Turkey ; Manisa ; Turkey ; Manisa ; Turkey A R
49006,ntr7d6cp,,
49007,dfjh7qyh,Chien-Yu Lin (Hsinchu Mackay Memorial Hospital ; Hsinchu City ; Taiwan) ; Hsin Chi (Mackay Memorial Hospital ; Taipei ; Taiwan) ; Hsiang-Yu Lin (Mackay Memorial Hospital ; Taipei ; Taiwan) ; Lung Chang (Mackay Memorial Hospital ; Taipei ; Taiwan) ; Jen-Yin Hou (Mackay Memorial Hospital ; Taipei ; Taiwan) ; Ching-Ting Huang (Mackay Memorial Hospital ; Taipei ; Taiwan) ; Hung-Chang Lee (Mackay Memorial Hospital ; Taipei ; Taiwan) ; Ming-Ren Chen (Mackay Memorial Hospital ; Taipei ; Taiwan) ; Chun-Chih Peng (Mackay Memorial Hospital ; Taipei ; Taiwan) ; Daniel  ; Tsung-Ning Huang (Mackay Memorial Hospital ; Taipei ; Taiwan) ; Nan-Chang Chiu (Mackay Memorial Hospital ; Taipei ; Taiwan),Hsinchu City ; Taiwan ; Taipei ; Taiwan ; Taipei ; Taiwan ; Taipei ; Taiwan ; Taipei ; Taiwan ; Taipei ; Taiwan ; Taipei ; Taiwan ; Taipei ; Taiwan ; Taipei ; Taiwan ;   ; Taipei ; Taiwan ; Taipei ; Taiwan
49008,j4cknud0,Jody D Berry (Canadian Food Inspection Agency ; 1015 Arlington Street ; R3E 3M4 ; Winnipeg ; MB ; Canada),1015 Arlington Street ; R3E 3M4 ; Winnipeg ; MB ; Canada
49009,jf2mj16z,,
49010,tya0rvxk,,
49011,upki48l7,Tristan W Clark (University of Southampton ; UK) ; Marie-Jo Medina (University of Leicester ; Leicester ; UK) ; Sally Batham (University of Leicester ; Leicester ; UK) ; Martin D Curran (Addenbrooke's Hospital ; Cambridge ; UK) ; Surendra Parmar (Addenbrooke's Hospital ; Cambridge ; UK) ; Karl G Nicholson (University of Southampton ; UK),UK ; Leicester ; UK ; Leicester ; UK ; Cambridge ; UK ; Cambridge ; UK ; UK
49012,gzou8b9k,D Beier ; R Riebe (Friedrich-Loeffler-Institutes ; Boddenblick 5a ; D-17493 ; Greifswald -Insel Riems ; Germany) ; P Blankenstein ; E Starick (Friedrich-Loeffler-Institutes ; Boddenblick 5a ; D-17493 ; Greifswald -Insel Riems ; Germany) ; A Bondzio (Freie Universität Berlin ; Oertzenweg 19 b ; D-14163 ; Berlin ; Germany) ; O Marquardt,  ; Boddenblick 5a ; D-17493 ; Greifswald -Insel Riems ; Germany ;   ; Boddenblick 5a ; D-17493 ; Greifswald -Insel Riems ; Germany ; Oertzenweg 19 b ; D-14163 ; Berlin ; Germany ;  
49013,f80dak0s,,
49014,0rn96y5z,,
49015,4o7oexmx,C.-J Kim (Ewha Womans University School of Medicine ; South Korea) ; W S Choi (Korea University College of Medicine ; Seoul ; South Korea) ; Y Jung (Konyang University Hospital ; South Korea) ; S Kiem (Inje University Haeundae Paik Hospital ; South Korea) ; H Y Seol (Good GangAn Hospital ; South Korea) ; H J Woo (Hallym University Dongtan Sacred Heart Hospital ; South Korea) ; Y H Choi (Ajou University Hospital ; South Korea) ; J S Son (Kyung Hee University Hospital at Gangdong ; South Korea) ; K.-H Kim (Pusan National University Hospital ; South Korea) ; Y.-S Kim (Chungnam National University School of Medicine ; South Korea) ; E S Kim (Seoul National University Bundang Hospital ; South Korea) ; S H Park (Daejeon St. Mary's Hospital ; South Korea) ; J H Yoon (Eulji University Hospital ; South Korea) ; S.-M Choi (Yeouido St. Mary's Hospital ; South Korea) ; H Lee ; W S Oh (Kangwon National University Hospital ; South Korea) ; S.-Y Choi ; N.-J Kim (Seoul National University Hospital ; South Korea) ; J.-P Choi ; S Y Park (Hallym University Kangdong Sacred Heart Hospital ; South Korea) ; J Kim (Hanyang University Guri Hospital ; South Korea) ; S J Jeong (Gangnam Severance Hospital ; South Korea) ; K S Lee (Myongji Hospital ; South Korea) ; H C Jang (Chonnam National University Hospital ; South Korea) ; J Y Rhee (Dankook University Hospital ; South Korea) ; B.-N Kim (Inje University Sanggye Paik Hospital ; South Korea) ; J H Bang ; J H Lee (Wonkwang University Hospital ; South Korea) ; S Park (Seobuk Hospital Seoul Metropolitan Government ; South Korea) ; H Y Kim (Wonju Severance Christian Hospital ; South Korea) ; J K Choi (Bucheon St. Mary's Hospital ; South Korea) ; Y.-M Wi (Samsung Changwon Hospital ; South Korea) ; H J Choi (Ewha Womans University School of Medicine ; South Korea),South Korea ; Seoul ; South Korea ; South Korea ; South Korea ; South Korea ; South Korea ; South Korea ; South Korea ; South Korea ; South Korea ; South Korea ; South Korea ; South Korea ; South Korea ;   ; South Korea ;   ; South Korea ;   ; South Korea ; South Korea ; South Korea ; South Korea ; South Korea ; South Korea ; South Korea ;   ; South Korea ; South Korea ; South Korea ; South Korea ; South Korea ; South Korea
49016,eonvkr1v,G Ye (Zhongnan Hospital of Wuhan University ; 430072 ; Wuhan ; China) ; Y Li (Zhongnan Hospital of Wuhan University ; 430072 ; Wuhan ; China) ; M Lu (Zhongnan Hospital of Wuhan University ; 430072 ; Wuhan ; China) ; S Chen (Zhongnan Hospital of Wuhan University ; 430072 ; Wuhan ; China) ; Y Luo (Zhongnan Hospital of Wuhan University ; 430072 ; Wuhan ; China) ; S Wang (Zhongnan Hospital of Wuhan University ; 430072 ; Wuhan ; China) ; Y Wang (Zhongnan Hospital of Wuhan University ; 430072 ; Wuhan ; China) ; X Wang (Zhongnan Hospital of Wuhan University ; 430072 ; Wuhan ; China),430072 ; Wuhan ; China ; 430072 ; Wuhan ; China ; 430072 ; Wuhan ; China ; 430072 ; Wuhan ; China ; 430072 ; Wuhan ; China ; 430072 ; Wuhan ; China ; 430072 ; Wuhan ; China ; 430072 ; Wuhan ; China
